Movie_Title,Storyline_Raw,Storyline_Processed
Emilia Pérez,"It follows three remarkable women in Mexico, each pursuing their own happiness. Cartel leader Emilia enlists unappreciated lawyer Rita to help fake her death so that she can finally live authentically as her true self.",follows three remarkable women mexico pursuing happiness cartel leader emilia enlists unappreciated lawyer rita help fake death finally live authentically true self
The Return,"After 20 years Odysseus finally returns to Ithaca, where he finds his wife held prisoner by suitors vying to be king and his son facing death at their hands. To win back his family and all he has lost, Odysseus must rediscover his strength.",years odysseus finally returns ithaca finds wife held prisoner suitors vying king son facing death hands win back family lost odysseus must rediscover strength
Don't Move,"A seasoned killer injects a grieving woman with a paralytic agent. She must run, fight and hide before her body shuts down.",seasoned killer injects grieving woman paralytic agent must run fight hide body shuts
Immaculate,"Cecilia, a woman of devout faith, is warmly welcomed to the picture-perfect Italian countryside where she is offered a new role at an illustrious convent. But it becomes clear to Cecilia that her new home harbors dark and horrifying secrets.",cecilia woman devout faith warmly welcomed picture perfect italian countryside offered new role illustrious convent becomes clear cecilia new home harbors dark horrifying secrets
Freaky Tales,"Four interconnected stories set in 1987 Oakland, CA. will tell about the love of music, movies, people, places and memories beyond our knowable universe.",four interconnected stories set oakland ca tell love music movies people places memories beyond knowable universe
Monster Summer,"When a mysterious force begins to disrupt their big summer fun, a group of friends team up with a retired police detective to embark on an adventure to save their island.",mysterious force begins disrupt big summer fun group friends team retired police detective embark adventure save island
The Seed of the Sacred Fig,"An investigating judge struggles with paranoia amid political unrest in Tehran caused by the death of a young woman. When his gun goes missing, he suspects his wife and daughters, imposing harsh measures that fray family ties.",investigating judge struggles paranoia amid political unrest tehran caused death young woman gun goes missing suspects wife daughters imposing harsh measures fray family ties
Nickel Boys,A powerful friendship develops between two young Black men as they navigate the harrowing trials of reform school together.,powerful friendship develops two young black men navigate harrowing trials reform school together
Presence,A family becomes convinced they are not alone after moving into their new home in the suburbs.,family becomes convinced alone moving new home suburbs
Ricky Stanicky,"When three childhood best friends pull a prank that goes wrong, they invent the imaginary Ricky Stanicky to get them out of trouble. Twenty years later, they still use the nonexistent Ricky as a handy alibi for their immature behavior.",three childhood best friends pull prank goes wrong invent imaginary ricky stanicky get trouble twenty years later still use nonexistent ricky handy alibi immature behavior
Rob Peace,"Based on a true story, a brilliant young man puts his bright future at risk to help his father.",based true story brilliant young man puts bright future risk help father
The Six Triple Eight,"During World War II, 855 women joined the fight to fix the three-year backlog of undelivered mail. Faced with discrimination and a country devastated by war, they managed to sort more than 17 million pieces of mail ahead of time.",world war ii women joined fight fix three year backlog undelivered mail faced discrimination country devastated war managed sort million pieces mail ahead time
